Rep,obs,rearing,substrate,leaf,lmale ,lfemale,soil,smale ,sfemale,root,rmale,rfemale,roomposition
6,512,Rice grain,Milo,15,8,7,2,0,2,2,1,1,1
6,513,Rice grain,Maize,14,5,9,3,1,2,3,0,3,1
6,514,Rice grain,Oats,22,6,16,0,0,0,4,2,2,1
6,515,Rice grain,nocapture,85,33,52,0,0,0,0,0,0,1
6,516,Rice grain,Oats,36,12,24,2,1,1,4,1,3,3
6,517,Rice grain,Rice,39,18,21,1,0,1,5,2,3,3
6,518,Rice grain,Milo,8,3,5,1,1,0,8,4,4,3
6,519,Rice grain,Maize,12,6,6,6,3,3,0,0,0,3
6,520,Rice grain,nocapture,77,29,48,0,0,0,0,0,0,3
7,521,Rice grain,Maize,3,1,2,0,0,0,0,0,0,4
7,522,Rice grain,Oats,53,17,36,2,2,0,7,1,6,4
7,523,Rice grain,Rice,18,11,7,0,0,0,3,2,1,4
7,524,Rice grain,Milo,19,11,8,2,0,2,1,0,1,4
7,525,Rice grain,nocapture,72,37,35,0,0,0,0,0,0,4
7,526,Rice grain,Milo,39,23,16,3,1,2,5,4,1,3
7,527,Rice grain,Maize,13,11,2,0,0,0,3,2,1,3
7,528,Rice grain,Oats,29,18,11,2,0,2,0,0,0,3
7,529,Rice grain,Rice,38,20,18,8,3,5,16,7,9,3
7,530,Rice grain,nocapture,52,30,22,0,0,0,0,0,0,3
7,531,Rice grain,Rice,16,8,8,6,4,2,6,6,0,2
7,532,Rice grain,Milo,34,25,9,6,3,3,4,3,1,2
7,533,Rice grain,Maize,17,9,8,1,0,1,0,0,0,2
7,534,Rice grain,Oats,10,5,5,2,2,0,1,0,1,2
7,535,Rice grain,nocapture,76,54,22,0,0,0,0,0,0,2
7,536,Rice grain,Oats,25,19,6,2,1,1,0,0,0,1
7,537,Rice grain,Rice,32,19,13,8,6,2,10,3,7,1
7,538,Rice grain,Milo,33,21,12,5,2,3,3,2,1,1
7,539,Rice grain,Maize,7,5,2,5,4,1,0,0,0,1
7,540,Rice grain,nocapture,60,33,27,0,0,0,0,0,0,1
8,541,Rice grain,Maize,25,7,18,10,4,6,6,2,4,3
8,542,Rice grain,Oats,44,25,19,2,1,1,1,0,1,3
8,543,Rice grain,Rice,37,17,20,6,5,1,4,2,2,3
8,544,Rice grain,Milo,18,8,10,4,4,0,8,3,5,3
8,545,Rice grain,nocapture,38,20,18,0,0,0,0,0,0,3
8,546,Rice grain,Milo,40,22,18,2,1,1,4,2,2,2
8,547,Rice grain,Maize,20,13,7,5,4,1,10,6,4,2
8,548,Rice grain,Oats,29,15,14,2,2,0,1,1,0,2
8,549,Rice grain,Rice,27,11,16,1,0,1,3,2,1,2
8,550,Rice grain,nocapture,57,40,17,0,0,0,0,0,0,2
8,551,Rice grain,Rice,34,18,16,6,4,2,11,7,4,1
8,552,Rice grain,Milo,32,16,16,7,3,4,9,7,2,1
8,553,Rice grain,Maize,29,19,10,2,1,1,0,0,0,1
8,554,Rice grain,Oats,35,18,17,3,1,2,0,0,0,1
8,555,Rice grain,nocapture,26,12,14,0,0,0,0,0,0,1
8,556,Rice grain,Oats,40,16,24,4,3,1,5,2,3,4
8,557,Rice grain,Rice,69,31,38,6,5,1,3,1,2,4
8,558,Rice grain,Milo,24,13,11,1,1,0,2,2,0,4
8,559,Rice grain,Maize,5,3,2,5,3,2,1,0,1,4
8,560,Rice grain,nocapture,25,8,17,0,0,0,0,0,0,4
9,561,Rice grain,Maize,32,19,13,6,0,6,4,2,2,1
9,562,Rice grain,Oats,18,7,11,0,0,0,12,4,8,1
9,563,Rice grain,Rice,25,13,12,3,3,0,3,3,0,1
9,564,Rice grain,Milo,18,13,5,1,1,0,3,1,2,1
9,565,Rice grain,nocapture,74,49,25,0,0,0,0,0,0,1
9,566,Rice grain,Milo,31,23,8,1,0,1,12,7,5,2
9,567,Rice grain,Maize,30,19,11,2,1,1,3,3,0,2
9,568,Rice grain,Oats,27,10,17,3,0,0,4,1,3,2
9,569,Rice grain,Rice,22,9,13,3,4,1,3,2,1,2
9,570,Rice grain,nocapture,52,37,15,0,0,0,0,0,0,2
9,571,Rice grain,Rice,31,14,17,2,2,0,8,5,3,3
9,572,Rice grain,Milo,23,8,15,1,2,0,14,7,7,3
9,573,Rice grain,Maize,12,6,6,7,4,3,10,8,2,3
9,574,Rice grain,Oats,21,14,7,1,0,1,3,0,3,3
9,575,Rice grain,nocapture,68,42,26,0,0,0,0,0,0,3
9,576,Rice grain,Oats,20,7,13,11,5,6,6,3,3,4
9,577,Rice grain,Rice,26,17,9,6,1,5,3,3,0,4
9,578,Rice grain,Milo,21,6,25,2,2,0,11,3,8,4
9,579,Rice grain,Maize,12,7,5,0,0,0,7,2,5,4
9,580,Rice grain,nocapture,73,27,46,0,0,0,0,0,0,4
10,581,Rice grain,Maize,43,23,20,15,7,8,5,2,3,4
10,582,Rice grain,Oats,12,3,9,8,2,6,13,9,4,4
10,583,Rice grain,Rice,16,8,8,3,2,1,10,7,3,4
10,584,Rice grain,Milo,7,6,1,3,1,2,7,3,4,4
10,585,Rice grain,nocapture,54,24,30,0,0,0,0,0,0,4
10,586,Rice grain,Milo,28,10,18,2,0,2,9,5,4,2
10,587,Rice grain,Maize,19,9,10,7,3,4,2,1,1,2
10,588,Rice grain,Oats,11,6,5,2,0,2,13,6,7,2
10,589,Rice grain,Rice,22,9,13,2,1,1,14,11,3,2
10,590,Rice grain,nocapture,69,34,35,0,0,0,0,0,0,2
10,591,Rice grain,Rice,19,9,10,6,4,2,3,1,2,3
10,592,Rice grain,Milo,26,16,10,0,0,0,22,12,10,3
10,593,Rice grain,Maize,23,14,9,9,5,4,4,2,2,3
10,594,Rice grain,Oats,8,6,2,2,1,1,2,1,1,3
10,595,Rice grain,nocapture,70,32,38,0,0,0,0,0,0,3
10,596,Rice grain,Oats,13,7,6,3,3,0,9,4,5,1
10,597,Rice grain,Rice,34,16,18,1,1,0,14,7,7,1
10,598,Rice grain,Milo,32,15,17,2,1,1,2,0,2,1
10,599,Rice grain,Maize,27,13,14,3,1,2,9,1,8,1
10,600,Rice grain,nocapture,51,25,26,0,0,0,0,0,0,1
1,601,Milo grain,Maize,7,4,3,10,6,4,1,1,0,3
1,602,Milo grain,Oats,8,5,3,1,1,0,1,0,1,3
1,603,Milo grain,Rice,39,14,25,2,2,0,0,0,0,3
1,604,Milo grain,Milo,32,20,12,3,2,1,1,1,0,3
1,605,Milo grain,nocapture,92,50,42,0,0,0,0,0,0,3
1,606,Milo grain,Milo,46,25,21,3,2,1,7,6,1,4
1,607,Milo grain,Maize,11,4,7,4,2,2,3,1,2,4
1,608,Milo grain,Oats,8,4,4,1,1,0,2,0,2,4
1,609,Milo grain,Rice,24,11,13,0,0,0,10,5,5,4
1,610,Milo grain,nocapture,75,40,35,0,0,0,0,0,0,4
1,611,Milo grain,Rice,27,11,16,18,14,4,2,1,1,2
1,612,Milo grain,Milo,36,18,18,3,1,2,1,1,0,2
1,613,Milo grain,Maize,16,7,9,2,1,1,3,1,2,2
1,614,Milo grain,Oats,11,5,6,3,2,1,1,1,0,2
1,615,Milo grain,nocapture,71,41,30,0,0,0,0,0,0,2
1,616,Milo grain,Oats,24,15,9,2,1,1,0,0,0,1
1,617,Milo grain,Rice,34,22,12,5,4,1,9,6,3,1
1,618,Milo grain,Milo,25,15,10,4,4,0,3,2,1,1
1,619,Milo grain,Maize,17,5,12,10,5,5,0,0,0,1
1,620,Milo grain,nocapture,68,35,33,0,0,0,0,0,0,1
2,621,Milo grain,Maize,19,10,9,4,4,0,0,0,0,2
2,622,Milo grain,Oats,19,9,10,2,1,1,3,1,2,2
2,623,Milo grain,Rice,19,10,9,4,4,0,3,1,2,2
2,624,Milo grain,Milo,26,14,12,7,4,3,2,2,0,2
2,625,Milo grain,nocapture,92,63,29,0,0,0,0,0,0,2
2,626,Milo grain,Milo,24,12,12,4,3,1,0,0,0,3
2,627,Milo grain,Maize,11,8,3,1,0,1,0,0,0,3
2,628,Milo grain,Oats,29,18,11,2,1,1,3,3,0,3
2,629,Milo grain,Rice,34,20,14,0,0,0,7,5,2,3
2,630,Milo grain,nocapture,80,35,45,0,0,0,0,0,0,3
2,631,Milo grain,Rice,40,22,28,1,0,1,0,0,0,4
2,632,Milo grain,Milo,27,7,20,3,1,2,0,0,0,4
2,633,Milo grain,Maize,16,5,11,3,2,1,2,2,0,4
2,634,Milo grain,Oats,22,10,12,0,0,0,0,0,0,4
2,635,Milo grain,nocapture,84,41,43,0,0,0,0,0,0,4
2,636,Milo grain,Oats,11,5,6,1,0,1,3,0,3,1
2,637,Milo grain,Rice,24,10,14,0,0,0,8,2,6,1
2,638,Milo grain,Milo,53,27,26,6,5,1,3,1,2,1
2,639,Milo grain,Maize,10,6,4,0,0,0,4,2,2,1
2,640,Milo grain,nocapture,79,31,48,0,0,0,0,0,0,1
3,641,Milo grain,Maize,9,6,3,5,4,1,2,2,0,1
3,642,Milo grain,Oats,21,7,14,3,3,0,8,4,4,1
3,643,Milo grain,Rice,33,13,20,7,6,1,5,3,2,1
3,644,Milo grain,Milo,20,10,10,8,4,4,0,0,0,1
3,645,Milo grain,nocapture,77,30,47,0,0,0,0,0,0,1
3,646,Milo grain,Milo,38,47,21,8,2,6,4,2,2,2
3,647,Milo grain,Maize,11,6,5,4,3,1,7,4,3,2
3,648,Milo grain,Oats,20,9,11,5,2,3,2,2,0,2
3,649,Milo grain,Rice,27,11,16,3,2,1,1,0,1,2
3,650,Milo grain,nocapture,61,31,30,0,0,0,0,0,0,2
3,651,Milo grain,Rice,21,10,11,4,1,3,5,4,1,3
3,652,Milo grain,Milo,51,26,25,9,2,7,4,14,3,3
3,653,Milo grain,Maize,9,5,4,4,0,4,7,6,1,3
3,654,Milo grain,Oats,24,9,15,3,0,3,3,3,0,3
3,655,Milo grain,nocapture,52,18,34,0,0,0,0,0,0,3
3,656,Milo grain,Oats,34,16,18,2,1,1,8,4,4,4
3,657,Milo grain,Rice,18,9,9,1,1,0,7,1,6,4
3,658,Milo grain,Milo,27,13,14,1,0,1,3,0,3,4
3,659,Milo grain,Maize,11,6,5,1,0,1,3,2,1,4
3,660,Milo grain,nocapture,84,29,55,0,0,0,0,0,0,4
4,661,Milo grain,Maize,17,11,6,5,2,3,4,3,1,3
4,662,Milo grain,Oats,28,10,18,6,4,2,3,2,1,3
4,663,Milo grain,Rice,22,5,17,8,6,2,3,2,1,3
4,664,Milo grain,Milo,24,5,19,1,0,1,3,1,2,3
4,665,Milo grain,nocapture,69,29,40,0,0,0,0,0,0,3
4,666,Milo grain,Milo,27,15,12,2,0,2,3,3,0,2
4,667,Milo grain,Maize,13,7,6,9,6,3,2,2,0,2
4,668,Milo grain,Oats,38,10,28,11,9,2,1,0,1,2
4,669,Milo grain,Rice,29,14,15,2,0,2,8,2,6,2
4,670,Milo grain,nocapture,52,31,21,0,0,0,0,0,0,2
4,671,Milo grain,Rice,24,7,17,13,8,5,6,4,2,1
4,672,Milo grain,Milo,31,15,16,9,3,6,1,0,1,1
4,673,Milo grain,Maize,21,9,12,43,5,8,3,1,2,1
4,674,Milo grain,Oats,15,5,10,7,4,3,6,2,4,1
4,675,Milo grain,nocapture,48,17,31,0,0,0,0,0,0,1
4,676,Milo grain,Oats,21,7,14,8,3,5,11,3,8,4
4,677,Milo grain,Rice,27,8,19,1,0,1,9,5,4,4
4,678,Milo grain,Milo,26,9,17,7,4,3,4,1,3,4
4,679,Milo grain,Maize,14,7,7,6,3,3,2,1,1,4
4,680,Milo grain,nocapture,68,24,44,0,0,0,0,0,0,4
5,681,Milo grain,Maize,11,2,9,6,3,3,3,2,1,2
5,682,Milo grain,Oats,54,18,36,1,1,0,4,2,2,2
5,683,Milo grain,Rice,32,9,23,1,1,0,3,0,3,2
5,684,Milo grain,Milo,9,1,8,9,3,6,8,5,3,2
5,685,Milo grain,nocapture,56,21,35,0,0,0,0,0,0,2
5,686,Milo grain,Milo,23,8,15,9,2,7,9,3,6,1
5,687,Milo grain,Maize,14,3,11,3,2,1,6,2,4,1
5,688,Milo grain,Oats,32,7,25,6,3,3,4,2,2,1
5,689,Milo grain,Rice,31,11,20,8,6,2,4,2,2,1
5,690,Milo grain,nocapture,47,23,24,0,0,0,0,0,0,1
5,691,Milo grain,Rice,41,13,28,5,2,3,7,3,4,3
5,692,Milo grain,Milo,43,25,18,1,0,1,4,4,0,3
5,693,Milo grain,Maize,8,4,4,4,2,2,0,0,0,3
5,694,Milo grain,Oats,31,11,20,2,0,2,4,2,2,3
5,695,Milo grain,nocapture,47,17,30,0,0,0,0,0,0,3
5,696,Milo grain,Oats,33,13,20,3,2,1,8,6,2,4
5,697,Milo grain,Rice,23,8,15,3,3,0,10,4,6,4
5,698,Milo grain,Milo,30,8,22,17,9,8,4,1,3,4
5,699,Milo grain,Maize,8,2,6,4,3,1,0,0,0,4
5,700,Milo grain,nocapture,56,17,39,0,0,0,0,0,0,4
6,701,Milo grain,Maize,32,15,17,7,1,6,2,2,0,1
6,702,Milo grain,Oats,34,13,21,0,0,0,2,2,0,1
6,703,Milo grain,Rice,27,11,16,6,2,4,4,2,2,1
6,704,Milo grain,Milo,3,0,3,1,1,0,2,0,2,1
6,705,Milo grain,nocapture,76,30,46,0,0,0,0,0,0,1
6,706,Milo grain,Milo,10,4,6,5,3,2,3,0,3,2
6,707,Milo grain,Maize,22,9,13,8,5,3,2,0,2,2
6,708,Milo grain,Oats,17,10,7,1,1,0,3,1,2,2
6,709,Milo grain,Rice,27,7,20,3,2,1,11,4,7,2
6,710,Milo grain,nocapture,79,25,54,0,0,0,0,0,0,2
6,711,Milo grain,Rice,32,12,28,0,0,0,6,4,2,3
6,712,Milo grain,Milo,23,10,13,9,6,3,2,1,1,3
6,713,Milo grain,Maize,22,9,13,12,7,5,2,2,0,3
6,714,Milo grain,Oats,21,6,15,6,3,3,8,3,5,3
6,715,Milo grain,nocapture,48,18,30,0,0,0,0,0,0,3
6,716,Milo grain,Oats,35,18,17,1,1,0,6,2,4,4
6,717,Milo grain,Rice,27,13,15,7,3,4,2,2,1,4
6,718,Milo grain,Milo,18,8,10,1,1,0,1,0,1,4
6,719,Milo grain,Maize,19,8,11,7,4,3,0,0,0,4
6,720,Milo grain,nocapture,73,35,38,0,0,0,0,0,0,4
7,721,Milo grain,Maize,24,13,11,1,1,0,5,2,3,4
7,722,Milo grain,Oats,33,18,15,0,0,0,9,9,0,4
7,723,Milo grain,Rice,15,9,6,4,1,3,3,3,0,4
7,724,Milo grain,Milo,17,7,10,0,0,0,0,0,0,4
7,725,Milo grain,nocapture,91,54,37,0,0,0,0,0,0,4
7,726,Milo grain,Milo,34,20,14,2,1,1,5,3,2,1
7,727,Milo grain,Maize,30,15,15,4,0,4,7,5,2,1
7,728,Milo grain,Oats,21,9,12,3,1,2,3,1,2,1
7,729,Milo grain,Rice,29,18,11,0,0,0,4,2,2,1
7,730,Milo grain,nocapture,58,34,24,0,0,0,0,0,0,1
7,731,Milo grain,Rice,35,12,23,3,1,2,3,3,0,3
7,732,Milo grain,Milo,42,23,19,9,4,5,4,2,2,3
7,733,Milo grain,Maize,14,8,6,1,0,1,14,6,8,3
7,734,Milo grain,Oats,13,11,2,2,0,2,11,6,5,3
7,735,Milo grain,nocapture,49,19,30,0,0,0,0,0,0,3
7,736,Milo grain,Oats,31,17,14,3,2,1,10,8,2,2
7,737,Milo grain,Rice,34,20,14,1,1,0,4,0,4,2
7,738,Milo grain,Milo,29,18,11,4,2,2,10,6,4,2
7,739,Milo grain,Maize,11,5,6,0,0,0,2,2,0,2
7,740,Milo grain,nocapture,62,22,40,0,0,0,0,0,0,2
8,741,Milo grain,Maize,12,4,8,9,2,7,22,11,11,2
8,742,Milo grain,Oats,35,22,13,5,0,5,1,1,0,2
8,743,Milo grain,Rice,25,11,14,4,1,3,2,1,2,2
8,744,Milo grain,Milo,27,18,9,0,0,0,2,0,2,2
8,745,Milo grain,nocapture,56,28,28,0,0,0,0,0,0,2
8,746,Milo grain,Milo,30,16,14,10,5,5,5,2,3,4
8,747,Milo grain,Maize,20,11,9,8,5,3,8,5,3,4
8,748,Milo grain,Oats,18,10,8,2,0,2,3,1,2,4
8,749,Milo grain,Rice,23,6,17,3,0,3,3,1,2,4
8,750,Milo grain,nocapture,64,34,30,0,0,0,0,0,0,4
8,751,Milo grain,Rice,27,18,9,4,2,2,2,0,2,3
8,752,Milo grain,Milo,31,17,14,5,1,4,8,5,3,3
8,753,Milo grain,Maize,23,13,10,3,3,0,5,3,2,3
8,754,Milo grain,Oats,18,8,10,1,1,0,0,0,0,3
8,755,Milo grain,nocapture,68,27,41,0,0,0,0,0,0,3
8,756,Milo grain,Oats,14,8,6,4,2,2,8,3,5,1
8,757,Milo grain,Rice,18,7,11,3,1,2,3,1,2,1
8,758,Milo grain,Milo,32,16,16,2,1,1,2,1,1,1
8,759,Milo grain,Maize,9,5,4,7,4,3,15,5,10,1
8,760,Milo grain,nocapture,73,39,34,0,0,0,0,0,0,1
9,761,Milo grain,Maize,32,20,12,2,1,1,3,2,1,1
9,762,Milo grain,Oats,2,2,0,6,3,3,9,6,3,1
9,763,Milo grain,Rice,36,18,18,10,5,5,0,0,0,1
9,764,Milo grain,Milo,26,16,10,2,2,0,1,0,1,1
9,765,Milo grain,nocapture,72,35,37,0,0,0,0,0,0,1
9,766,Milo grain,Milo,51,27,24,6,5,1,3,2,1,3
9,767,Milo grain,Maize,31,17,14,5,4,1,1,0,1,3
9,768,Milo grain,Oats,14,9,5,5,5,0,0,0,0,3
9,769,Milo grain,Rice,24,13,11,5,2,3,3,2,1,3
9,770,Milo grain,nocapture,52,27,23,0,0,0,0,0,0,3
9,771,Milo grain,Rice,34,16,18,9,3,6,2,2,0,2
9,772,Milo grain,Milo,25,16,9,13,9,4,1,0,1,2
9,773,Milo grain,Maize,21,9,12,9,4,5,0,0,0,2
9,774,Milo grain,Oats,11,6,5,4,1,3,1,1,0,2
9,775,Milo grain,nocapture,69,34,35,0,0,0,0,0,0,2
9,776,Milo grain,Oats,11,7,4,5,2,3,0,0,0,4
9,777,Milo grain,Rice,37,22,15,5,3,2,2,2,0,4
9,778,Milo grain,Milo,17,8,9,9,5,4,6,3,3,4
9,779,Milo grain,Maize,19,11,8,14,5,9,1,1,0,4
9,780,Milo grain,nocapture,73,32,41,0,0,0,0,0,0,4
10,781,Milo grain,Maize,16,8,8,17,11,6,4,2,2,4
10,782,Milo grain,Oats,10,8,2,0,0,0,3,2,1,4
10,783,Milo grain,Rice,36,14,22,4,1,3,9,9,0,4
10,784,Milo grain,Milo,28,17,11,2,1,1,18,12,6,4
10,785,Milo grain,nocapture,33,27,26,0,0,0,0,0,0,4
10,786,Milo grain,Milo,23,14,9,10,8,2,15,8,7,2
10,787,Milo grain,Maize,27,11,16,7,6,1,8,6,2,2
10,788,Milo grain,Oats,15,10,5,2,0,2,3,2,1,2
10,789,Milo grain,Rice,21,12,9,13,6,7,5,5,0,2
10,790,Milo grain,nocapture,51,23,28,0,0,0,0,0,0,2
10,791,Milo grain,Rice,40,21,19,11,8,3,7,3,4,1
10,792,Milo grain,Milo,33,11,22,4,1,3,9,6,3,1
10,793,Milo grain,Maize,19,7,12,4,1,3,5,2,3,1
10,794,Milo grain,Oats,21,13,8,2,2,0,1,0,1,1
10,795,Milo grain,nocapture,41,18,23,0,0,0,0,0,0,1
10,796,Milo grain,Oats,18,12,6,4,2,2,7,2,5,3
10,797,Milo grain,Rice,34,14,20,3,0,3,10,4,6,3
10,798,Milo grain,Milo,15,7,8,4,1,3,3,2,1,3
10,799,Milo grain,Maize,4,2,2,6,5,1,2,0,2,3
10,800,Milo grain,nocapture,86,44,42,0,0,0,0,0,0,3
